occupationUri,FS1,FS2,FS3,FS4,FS5,FS6,FS7,FS8,FS9,FS10
http://data.europa.eu/esco/occupation/00030d09-2b3a-4efd-87cc-c4ea39d27c34,73.29924682183662,74.66647420960467,67.47049386909735,85.15969174160439,67.76342147956659,86.24037963025988,67.54181854092882,66.28933538130248,70.5189688540763,65.8001033561927
http://data.europa.eu/esco/occupation/000e93a3-d956-4e45-aacb-f12c83fedf84,63.882493846158326,63.673017928180585,71.24412472962119,63.594293320778206,84.16240986889672,72.27317549700741,85.09592785565474,52.10766591144913,64.74637343587989,78.518908206465
http://data.europa.eu/esco/occupation/0019b951-c699-4191-8208-9822882d150c,67.59881224887945,67.02674129740821,81.79389637570688,67.3449264697712,74.2494185457314,77.88830407940647,60.8629281088946,55.44694555886199,59.35991462974426,61.343501612249014
http://data.europa.eu/esco/occupation/002da35b-7808-43f3-83bf-63596b8b351f,66.98211920083682,79.31367245882537,39.30647590248435,72.14246541058552,57.411966363468,44.92025844919273,82.3281250314331,74.92818081749006,38.257335301723586,79.88198675333571
http://data.europa.eu/esco/occupation/0044c991-c26f-4261-a213-4bd1c0564a4c,60.85481304961416,52.5387180697459,34.853211886077446,22.889632671318203,58.858205573157015,59.18638412667893,55.37946839118219,61.49466779500333,44.70751140404576,33.4372018929152
http://data.europa.eu/esco/occupation/00634fc4-802a-461b-8af0-499273756f99,70.6069764529138,80.54430724469535,76.07756398184604,64.32262950524712,75.94589107043205,78.90674930057165,85.09592785565474,73.46651910340573,50.82554473693509,58.08614432485632
http://data.europa.eu/esco/occupation/00674f21-2f8f-4a41-9896-133f7cbe2a6e,42.812802051386264,44.039433809320556,83.60108004048234,78.65170669457018,78.66663898591143,94.14577725438158,56.82858774166424,33.74981070798825,67.43999542663707,39.73021800116727
http://data.europa.eu/esco/occupation/006cc1f9-2841-41c3-991a-dc3f2f3bd533,47.79343314545282,49.14102073167844,73.09797225778668,65.68013954038823,17.48120111645709,75.18942345349099,73.0732471211726,55.95361290958692,19.279524899928646,72.51352305273511
http://data.europa.eu/esco/occupation/00747307-6341-4266-a061-25416f7c6a96,59.07401747829591,60.581612366903904,88.87434292378956,90.83775520127763,93.11658444288229,68.33788282889277,35.268156400118386,56.5071440956568,46.14640513125993,33.4372018929152
http://data.europa.eu/esco/occupation/0085f271-5999-4d42-b879-75c3b4269883,59.506415234576735,61.19445877896068,72.53530814773762,67.88609300068735,71.13981368436005,65.3955895948964,72.93951596110283,54.787899684266904,54.35995320724867,63.098016834807396
http://data.europa.eu/esco/occupation/0090dd54-057a-4f65-bbe8-f74c4999e8e8,30.293177116054345,31.13126524261824,62.829270270375254,59.367758649592005,60.662096489169116,68.34522019540414,69.46124500348812,64.22125483963633,52.733904214483246,49.90431382866921
http://data.europa.eu/esco/occupation/00913533-5237-4870-9003-d1cb806603c9,26.400912279948606,27.10395252433161,66.53527937769141,86.26493084257359,71.92207450705394,60.81967051665541,76.82596601942447,19.19686456406584,58.77366099132031,59.137017464200234
http://data.europa.eu/esco/occupation/009d29de-5872-43be-8d9b-abd27f8c99f1,41.00199196742048,42.17889366278754,77.3189153763136,65.79607844807224,57.411966363468,72.20244974796296,70.12763734682879,53.73363404917057,59.41873445359818,71.89773574799337
http://data.europa.eu/esco/occupation/00ab29a3-6d4a-4df9-b46d-de31069e36e8,59.770345586610496,58.47626477959117,69.42543266594643,68.42263902053658,68.70430458572689,79.8120437570568,85.60976272448738,43.827460381988466,54.79110827858291,75.13972251774514
http://data.europa.eu/esco/occupation/00ab5610-e715-428f-99f6-b1e5e469dbcd,59.07401747829591,60.581612366903904,73.7156508124748,61.57859568724429,52.88795451914657,75.80550465694843,73.68179618530343,70.6843224799507,53.97583856595866,75.91150370048693
http://data.europa.eu/esco/occupation/00c8d1cf-24f2-47d1-9f10-765e1c102811,68.13837644481903,70.67873021250011,70.8498679801901,50.83123565078285,82.69870161419202,65.99802344839642,64.02258458585321,59.168777074125614,65.73845043225576,64.94634940736664
http://data.europa.eu/esco/occupation/00cee175-1376-43fb-9f02-ba3d7a910a58,28.963068533324805,29.755404731637963,49.26732110109141,67.3449264697712,70.6052558650209,51.48018014667339,78.51196677133683,21.407050785706748,23.30808007956873,76.42057432144045
http://data.europa.eu/esco/occupation/00fdad73-4551-4e43-b256-1d4a3759db1e,53.36574325472136,42.17889366278754,82.4379099255028,65.79607844807224,35.44682334399077,61.29980399038667,82.3281250314331,32.09865148750481,34.46516145062121,71.89773574799337
http://data.europa.eu/esco/occupation/01205776-db8d-4588-a6a6-56d0b9c660a9,78.8060029154569,83.76081219298223,96.07198603124488,75.47951348971348,81.86819517805911,92.50199487033895,79.50703727528916,73.46651910340573,63.65662694573781,80.40842308913216
http://data.europa.eu/esco/occupation/01484951-15e6-4b88-a20f-1201868d36a0,25.16041881443339,25.819870672726168,65.62642023062463,52.66927496808939,55.836889451352015,59.881663150464775,82.61586037044555,52.10766591144913,20.217793405817943,73.45561403672778
http://data.europa.eu/esco/occupation/0152b59d-5005-470c-9273-ef321477d8dc,75.29502711067553,65.7361388496225,87.27065603560715,75.08923798976404,85.05774535534876,81.02504657075416,87.18688226490447,65.2003521682012,56.14813663709486,83.94472335924476
http://data.europa.eu/esco/occupation/01649ae9-22ee-4dba-83a8-3a2c51fbbe95,64.42698719674246,57.649351676929804,74.48568089962981,85.66914169752303,41.04633834407697,64.84013590314639,81.19787249444308,63.35154044913921,57.60763819212822,43.41221951459951
http://data.europa.eu/esco/occupation/0181835d-dd00-49e2-9fc4-e1382a65957f,72.60685081397985,61.85966763478542,80.20220617196975,82.17411728213642,80.3790796243141,38.78634921349948,87.18688226490447,50.56179396842438,56.00599728002346,56.5701163092267
http://data.europa.eu/esco/occupation/01989dd8-36c0-43cc-a82d-2bfc409de9c4,69.12552481635385,72.41346232593993,74.48568089962981,50.83123565078285,74.22171340799056,65.99802344839642,64.02258458585321,79.6090323860569,58.10118357516738,43.41221951459951
http://data.europa.eu/esco/occupation/01a83071-6533-4675-b2da-f0c6d02669f5,53.607530578971556,69.83363537768183,88.46868599271667,68.42263902053658,72.67069207198605,71.52581286902931,85.60976272448738,77.47318192472734,47.81970204400366,49.90431382866921
http://data.europa.eu/esco/occupation/01bcac9f-7881-4664-bd63-dea700e3b117,65.52425114485041,67.02674129740821,74.66932935202733,76.78334832008878,59.062106980625465,73.59827917530393,78.51196677133683,55.44694555886199,74.86568752456014,61.343501612249014
http://data.europa.eu/esco/occupation/01da600c-ddb3-4a37-95e9-5301b459ae90,74.88476464876383,83.76081219298223,71.087313317435,71.73065126001359,61.72320322169699,70.86275905991805,65.46736095538392,73.46651910340573,66.5536931010965,69.46793591478654
http://data.europa.eu/esco/occupation/01ffb917-98dc-48c1-91ad-93c4104e791d,46.7389049255588,70.6668403871187,44.36824331504421,62.46506406100766,41.04633834407697,56.70836928442513,64.02258458585321,71.59133184829562,60.255896822337895,64.94634940736664
http://data.europa.eu/esco/occupation/021663ca-a367-472e-a1f0-6d8ab5b2d860,69.22056924916735,68.98093239208238,63.8827627064492,70.69621770812344,66.39478963274045,83.36792691616695,64.02258458585321,67.3119947093116,57.503953696643656,64.94634940736664
http://data.europa.eu/esco/occupation/02447817-ea01-4d8b-b09c-8bc128e447e6,64.98096989876746,50.819969212405155,55.56047569671815,33.39359128543816,43.115900807577844,56.95063244814309,46.66803893804336,39.3649104514246,43.691666688801746,45.233755117630366
http://data.europa.eu/esco/occupation/0249b723-1d20-4ff9-8623-d20b98d0b4a4,53.607530578971556,55.06043221429233,69.42543266594643,86.97095012212121,74.90300227191707,63.82097739983428,79.3857151789208,22.56360262413264,62.810865983419255,62.503145499515746
http://data.europa.eu/esco/occupation/02609ece-cea3-43fa-bf38-b6fb821f28b2,27.66708797362961,28.41441405461963,59.656232042067295,70.69621770812344,57.95335072481214,61.787652577963804,86.47937708743095,41.51049029336411,45.12857920490716,80.34532625997677
http://data.europa.eu/esco/occupation/026401a9-7d56-4d7b-8052-38985ddbeafa,46.0755410157131,54.05151772983582,36.28412366744748,37.732216887965166,50.01803405951716,51.32413703943622,36.717536254832616,59.59113045463709,48.43217233919918,46.02302088249251
http://data.europa.eu/esco/occupation/0264b794-3771-47aa-a675-78bf13b62ee7,71.57675349695413,72.5735262557491,91.62381641131051,54.64215455475692,79.37278441430108,82.27022114399243,84.08613825759838,82.97720053097575,55.08842223323646,68.9586342620028
http://data.europa.eu/esco/occupation/026a5233-cad9-4b1d-8852-22c2685ab34e,61.66564633173882,60.581612366903904,55.07326137203373,41.893398870081626,62.11892802038398,69.49522780346825,55.37946839118219,49.089507014746125,56.9479444055491,55.12142672218192
http://data.europa.eu/esco/occupation/02b5b7b0-b856-4ac7-924c-8c35c7880b2a,70.17350822037258,59.49601677008243,72.08890304228125,66.12938963704873,74.54360371755885,76.76607682283549,91.63687580687706,67.28250236361937,57.42979970145354,87.2995918456548
http://data.europa.eu/esco/occupation/02bd7cac-8263-4425-b03d-19001ffe8787,36.05264864600211,55.3702012427745,34.853211886077446,41.893398870081626,52.88795451914657,37.41067726431746,66.32411922994058,49.089507014746125,42.6121252728103,33.4372018929152
http://data.europa.eu/esco/occupation/02d4f153-8e43-444d-8bd4-8171d49eab12,65.52425114485041,67.02674129740821,73.41075012224377,73.6558903949547,70.1492644490779,81.21504763283694,70.16866434495266,55.44694555886199,68.06826284372013,68.5930892868729
http://data.europa.eu/esco/occupation/02e19186-458f-40eb-9e78-31c656d12ac7,39.27778178007646,40.40488505854835,85.19915416242551,64.32262950524712,55.836889451352015,59.881663150464775,90.49428853913261,57.80977481156872,32.75646399518393,78.518908206465
http://data.europa.eu/esco/occupation/02e94cd6-8e6d-4e9b-b695-edb460c70528,69.22056924916735,62.23509746631343,59.35423471159852,31.63936037175545,98.44200298193516,72.49975739442289,44.81173923370812,61.57941464917909,39.57437825103361,64.94634940736664
http://data.europa.eu/esco/occupation/02eb0ae6-ecdd-4602-9c8e-60ffe6dbe1e2,59.07401747829591,74.92711820570501,73.7156508124748,61.57859568724429,73.3854756860375,75.80550465694843,66.94122526832969,81.8331375384313,47.028917175839176,55.12142672218192
http://data.europa.eu/esco/occupation/02f1ae71-f89c-47b7-af2c-50d7ab1d9b8a,70.53486318692956,71.9688583363271,91.8467470921228,96.99082266120396,96.67896104286852,84.30499135436088,74.25285140171434,66.83984614585708,51.380420949998495,72.22401092377534
http://data.europa.eu/esco/occupation/02f26b2f-879c-4811-8381-65e8dd3f4a16,68.74964247226227,60.581612366903904,73.7156508124748,73.1436482926218,83.5725620220212,57.23117540542041,83.100076527064,70.6843224799507,51.961378545752304,86.25492472660486
http://data.europa.eu/esco/occupation/02ff199e-38b3-45fd-b659-68846cfeeb92,54.395211398697434,59.47079060769881,62.35427885752507,41.893398870081626,52.88795451914657,64.4747006681944,55.37946839118219,49.089507014746125,55.4910471439846,52.96878263998566
http://data.europa.eu/esco/occupation/032d4115-03ec-49c9-853d-678f8a41969b,63.91292333001522,60.581612366903904,55.07326137203373,41.893398870081626,70.78190460760311,78.22498189265843,86.27915536797518,70.6843224799507,61.70451349235786,67.5712823688801
http://data.europa.eu/esco/occupation/034cad59-e666-4770-a7ef-a337257f8072,56.235014679003974,57.720184289500885,91.17893924484403,90.68286016404564,87.81290914620249,65.99802344839642,76.01241282348876,62.158535823464725,55.682774943050056,68.7099840160577
